EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionStatus,AttritionProbability,RiskCategory,ReasonCodes
EMP-0101,37,1,Travel_Rarely,807,Human Resources,6,4,Human Resources,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Yes,22,4,4,0,7,3,3,3,2,0,2,Left,0.7777830446081717,High,Works overtime; Low job satisfaction; No stock options; Income below workforce median
EMP-0102,32,0,Travel_Rarely,827,Research & Development,1,1,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,No,13,3,4,0,1,2,3,1,0,0,0,Stayed,0.3415315383804163,Medium,Low job satisfaction; No stock options; Income below workforce median
EMP-0103,20,1,Travel_Frequently,871,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,Left,0.9322046636806715,High,Works overtime; Frequent business travel; No stock options; Income below workforce median
EMP-0104,34,0,Travel_Rarely,665,Research & Development,6,4,Other,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,3,0,16,3,3,16,13,2,10,Stayed,0.045653108569964754,Low,Low environment satisfaction; No stock options; Income below workforce median
EMP-0105,37,0,Non-Travel,1040,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,Stayed,0.009546936270854523,Low,No prominent rule-based indicators
EMP-0106,59,0,Non-Travel,1420,Human Resources,2,4,Human Resources,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2,Stayed,0.027758648381167473,Low,No prominent rule-based indicators
EMP-0107,50,0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7,Stayed,0.2578590329544936,Low,Works overtime; Low job satisfaction; Low environment satisfaction; Low work-life balance
EMP-0108,25,1,Travel_Rarely,240,Sales,5,3,Marketing,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Yes,11,3,4,0,6,1,3,6,4,0,3,Left,0.8491394003082603,High,Works overtime; No stock options
EMP-0109,25,0,Travel_Rarely,1280,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,Stayed,0.08755280015057233,Low,Income below workforce median
EMP-0110,22,0,Travel_Rarely,534,Research & Development,15,3,Medical,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,No,15,3,3,0,1,5,3,0,0,0,0,Stayed,0.7603233265592854,High,Low environment satisfaction; Long distance from home; No stock options; Income below workforce median
EMP-0111,51,0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,Stayed,0.569591403895655,Medium,Low job satisfaction; Low environment satisfaction; Low work-life balance; Long period since promotion
EMP-0112,34,1,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,Left,0.8977511018794575,High,Works overtime; Low environment satisfaction; Frequent business travel; No stock options
EMP-0113,54,0,Non-Travel,142,Human Resources,26,3,Human Resources,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Yes,12,3,3,0,23,3,3,5,3,4,4,Stayed,0.16073654074944146,Low,Works overtime; Long period since promotion; Long distance from home; No stock options
EMP-0114,24,0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,No,12,3,3,1,6,2,3,5,3,1,2,Stayed,0.3585414241049832,Medium,Low environment satisfaction; Long distance from home; Income below workforce median
EMP-0115,34,0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,1,12,3,3,1,0,0,0,Stayed,0.28905623873498104,Low,Low job satisfaction; Income below workforce median
EMP-0116,37,0,Travel_Rarely,1189,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,0,12,3,3,5,3,1,3,Stayed,0.20875440770830977,Low,No stock options
EMP-0117,34,0,Travel_Rarely,1354,Research & Development,5,3,Medical,3,Female,45,2,3,Manager,1,Single,11631,5615,2,No,12,3,4,0,14,6,3,11,10,5,8,Stayed,0.1046053470460053,Low,Low job satisfaction; Long period since promotion; No stock options
EMP-0118,36,0,Travel_Frequently,1467,Sales,11,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,14,3,3,1,10,6,3,9,7,2,8,Stayed,0.16537429756593308,Low,Low environment satisfaction; Frequent business travel
EMP-0119,36,0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,22,4,1,1,7,2,3,1,0,0,0,Stayed,0.5026369142817805,Medium,Low environment satisfaction; Income below workforce median
EMP-0120,43,0,Travel_Frequently,394,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,2,25,3,4,25,12,4,12,Stayed,0.13418668819988108,Low,Works overtime; Long period since promotion; Frequent business travel; Long distance from home
EMP-0121,30,0,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,3,10,2,2,10,7,0,9,Stayed,0.1049013077734133,Low,Low environment satisfaction; Low work-life balance; Frequent business travel; Long distance from home
EMP-0122,33,0,Non-Travel,750,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,No,13,3,1,1,8,2,4,7,7,0,7,Stayed,0.07982016922162957,Low,Low job satisfaction; Long distance from home
EMP-0123,56,1,Travel_Rarely,441,Research & Development,14,4,Life Sciences,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3,Left,0.6296538883123103,High,Works overtime; Low job satisfaction; Low environment satisfaction; Long period since promotion
EMP-0124,51,0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,No,13,3,3,0,23,5,3,20,18,15,15,Stayed,0.13080124344459354,Low,Low environment satisfaction; Long period since promotion; No stock options
EMP-0125,31,1,Travel_Rarely,249,Sales,6,4,Life Sciences,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7,Left,0.9192110670529074,High,Works overtime; Low environment satisfaction; Low work-life balance; Long period since promotion
EMP-0126,26,0,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,Stayed,0.1698755203839422,Low,Low job satisfaction; Low work-life balance; Long period since promotion; No stock options
EMP-0127,58,1,Travel_Rarely,147,Research & Development,23,4,Medical,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,No,12,3,4,1,40,3,2,40,10,15,6,Left,0.1012828126277185,Low,Low work-life balance; Long period since promotion; Long distance from home
EMP-0128,19,1,Travel_Rarely,528,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Yes,19,3,4,0,0,2,2,0,0,0,0,Left,0.97836856569656,High,Works overtime; Low work-life balance; Long distance from home; No stock options
EMP-0129,22,0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,No,14,3,3,1,3,2,3,2,1,2,1,Stayed,0.3432066710739774,Medium,Income below workforce median
EMP-0130,49,0,Travel_Rarely,470,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,No,14,3,3,0,16,2,2,15,11,5,11,Stayed,0.12475326507979256,Low,Low job satisfaction; Low work-life balance; Long period since promotion; Long distance from home
EMP-0131,43,0,Travel_Frequently,957,Research & Development,28,3,Medical,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,No,12,3,4,0,18,2,3,3,2,1,2,Stayed,0.21315449515226095,Low,Low environment satisfaction; Frequent business travel; Long distance from home; No stock options
EMP-0132,50,0,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,2,2,2,1,Stayed,0.3354209283704312,Medium,Frequent business travel; No stock options
EMP-0133,31,1,Travel_Rarely,542,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2,Left,0.9532147544477697,High,Works overtime; Low environment satisfaction; Long distance from home; Income below workforce median
EMP-0134,41,0,Travel_Rarely,802,Sales,9,1,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7,Stayed,0.3707424969113112,Medium,Works overtime
EMP-0135,26,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,No,23,4,4,1,8,3,3,8,7,5,7,Stayed,0.0727978256243527,Low,Long period since promotion; Long distance from home; Income below workforce median
EMP-0136,36,0,Travel_Rarely,216,Research & Development,6,2,Medical,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,No,20,4,4,2,7,0,3,3,2,0,1,Stayed,0.25911455264327776,Low,Low job satisfaction; Low environment satisfaction
EMP-0137,51,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,No,15,3,4,0,18,2,3,4,2,0,3,Left,0.18062315674059057,Low,Low environment satisfaction; Frequent business travel; No stock options
EMP-0138,39,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,Stayed,0.05899828755357209,Low,Long period since promotion
EMP-0139,25,0,Travel_Rarely,959,Sales,28,3,Life Sciences,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,No,18,3,4,0,6,3,3,2,2,2,2,Stayed,0.7085999062074723,High,Low environment satisfaction; Long distance from home; No stock options
EMP-0140,30,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Yes,19,3,4,0,12,2,1,11,9,4,7,Stayed,0.5075666411332816,Medium,Works overtime; Low work-life balance; Long period since promotion; No stock options
EMP-0141,32,1,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,No,22,4,1,0,10,2,4,5,4,0,4,Left,0.7516781271804143,High,Low job satisfaction; Low environment satisfaction; No stock options; Income below workforce median
EMP-0142,45,0,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,Stayed,0.22443901308999048,Low,Low work-life balance; Long distance from home; No stock options; Income below workforce median
EMP-0143,38,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2,Stayed,0.5578363157057615,Medium,Works overtime; No stock options; Income below workforce median
EMP-0144,30,0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,Stayed,0.3309363188112471,Medium,Low environment satisfaction; Low work-life balance; Long distance from home; No stock options
EMP-0145,32,0,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,3,9,2,4,8,7,0,7,Stayed,0.032693534592962974,Low,Frequent business travel; Income below workforce median
EMP-0146,30,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,No,14,3,4,1,8,3,3,3,2,2,2,Stayed,0.2634023373320233,Low,Low job satisfaction; Income below workforce median
EMP-0147,30,0,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,0,6,3,3,5,3,1,2,Stayed,0.2319741761465571,Low,Low environment satisfaction; No stock options; Income below workforce median
EMP-0148,41,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,Stayed,0.3113334807298629,Medium,Low job satisfaction; Low work-life balance; Long period since promotion; Frequent business travel
EMP-0149,41,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4,Stayed,0.23686346677329284,Low,Low job satisfaction; Income below workforce median
EMP-0150,19,0,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,Stayed,0.6124102445405349,High,Low job satisfaction; Low environment satisfaction; No stock options; Income below workforce median
EMP-0151,40,0,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13,Stayed,0.19110259651311623,Low,Low job satisfaction; Low environment satisfaction; Frequent business travel; Long distance from home
EMP-0152,35,0,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,Stayed,0.14802559286121522,Low,Low job satisfaction
EMP-0153,53,0,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5,Stayed,0.7186623707605129,High,Works overtime; Low environment satisfaction; Low work-life balance; Long period since promotion
EMP-0154,45,0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15,Stayed,0.345072093847776,Medium,Low job satisfaction; Low environment satisfaction; Low work-life balance; Income below workforce median
EMP-0155,32,0,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7,Stayed,0.40569320780204937,Medium,Low environment satisfaction; Frequent business travel; No stock options
EMP-0156,29,0,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9,Stayed,0.012002172740942384,Low,Income below workforce median
EMP-0157,51,0,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,Stayed,0.14251921527916306,Low,Low environment satisfaction; No stock options
EMP-0158,58,0,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0,Stayed,0.6090991596643962,High,Works overtime; Low job satisfaction; Low environment satisfaction; Low work-life balance
EMP-0159,40,0,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11,Stayed,0.31399138290009204,Medium,Low work-life balance
EMP-0160,34,0,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2,Stayed,0.6160454132814142,High,Frequent business travel; Income below workforce median
EMP-0161,22,0,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2,Stayed,0.07729695416135032,Low,Long distance from home; Income below workforce median
EMP-0162,27,0,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,1,6,1,1,2,2,2,2,Stayed,0.1080918290297042,Low,Low job satisfaction; Low work-life balance; Income below workforce median
EMP-0163,28,0,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2,Stayed,0.2798635808042831,Low,Low work-life balance; Long distance from home; Income below workforce median
EMP-0164,57,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4,Stayed,0.2957183572388023,Low,Works overtime; Low work-life balance; Long distance from home
EMP-0165,27,0,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Stayed,0.3489272424407941,Medium,Works overtime; Low work-life balance; Income below workforce median
EMP-0166,50,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,Stayed,0.07699925452770791,Low,Low job satisfaction; Long period since promotion; No stock options
EMP-0167,41,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8,Stayed,0.17116759245826116,Low,Low environment satisfaction; Income below workforce median
EMP-0168,30,0,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,No,12,3,3,1,12,2,3,10,9,7,4,Stayed,0.26561973722945237,Low,Low environment satisfaction; Long period since promotion
EMP-0169,38,0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7,Stayed,0.18218057424995307,Low,Low environment satisfaction; No stock options
EMP-0170,32,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4,Stayed,0.2444967873588129,Low,No stock options; Income below workforce median
EMP-0171,27,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Stayed,0.5613412209393442,Medium,Works overtime; Low job satisfaction; Low work-life balance; Long distance from home
EMP-0172,19,1,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,No,21,4,1,0,1,5,4,0,0,0,0,Left,0.9678645746998711,High,Low job satisfaction; Frequent business travel; No stock options; Income below workforce median
EMP-0173,36,0,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,12,3,3,0,13,3,2,8,7,7,2,Stayed,0.6095550737142048,High,Low job satisfaction; Low work-life balance; Long period since promotion; Frequent business travel
EMP-0174,30,0,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,Stayed,0.1484487177121861,Low,Low job satisfaction; Long period since promotion; Income below workforce median
EMP-0175,45,0,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Yes,11,3,1,1,9,3,4,5,4,0,3,Stayed,0.5945797275750125,Medium,Works overtime; Low job satisfaction
EMP-0176,56,0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Yes,18,3,3,1,19,3,3,2,2,2,2,Stayed,0.17086545277242135,Low,Works overtime; Low job satisfaction; Income below workforce median
EMP-0177,33,0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,No,14,3,1,0,4,2,4,3,1,0,2,Stayed,0.11527074233288759,Low,No stock options; Income below workforce median
